start,end,rounds,nav_start,nav_end,total_return,mean_r_log,std_r_log,ann_mean_r_log,ann_std_r_log,max_drawdown
2015-01-05 00:00:00+00:00,2015-01-16 00:00:00+00:00,10,998571.8350739251,954505.5041026493,-0.044129354968251766,-0.004656186935559118,0.015156046624840267,-1.1733591077608976,0.24059478136936321,0.05734882330669504
