start,end,rounds,nav_start,nav_end,total_return,mean_r_log,std_r_log,ann_mean_r_log,ann_std_r_log,max_drawdown
2015-01-05 00:00:00+00:00,2015-02-17 00:00:00+00:00,30,1000006.6666777779,1007121.7099941722,0.007114995883009456,0.00023654901265042985,0.0015745000381700018,0.05961035118790832,0.024994413241557184,0.005290682549577985
