date,round_id,cash,n_assets_px,n_prices,w_post,reward,value,fees,turnover,turnover_req,acted
2015-02-03 00:00:00+00:00,21,737915.1243413278,8,8,"[0.03770193422050001, 0.0, 0.03928460038612723, 0.03758667199448915, 0.03658675685484153, 0.038554774693545645, 0.038310760919519675, 0.03823962095011072]",0.004319394957665999,1005697.2136319467,0.0,0.0,,False
2015-02-04 00:00:00+00:00,22,737915.3293177511,8,8,"[0.036148629301506, 0.0, 0.03866240441704505, 0.03788981962208816, 0.03684226539768582, 0.038498553506568584, 0.037911397553508086, 0.038203472080412824]",-0.0028693611283758516,1002815.6412531759,0.0,0.0,,False
2015-02-05 00:00:00+00:00,23,737915.7392707119,8,8,"[0.035908146540641527, 0.0, 0.03933427546102491, 0.038126378864354285, 0.03684679362398787, 0.03864724860636813, 0.03850111939156243, 0.03849959830283609]",0.0023230630704653573,1005147.9532408962,0.0,0.0,,False
2015-02-06 00:00:00+00:00,24,737916.1492239004,8,8,"[0.03446003541535561, 0.0, 0.03912535929675338, 0.03798244586579619, 0.03605801448161992, 0.03821001158066729, 0.03794449639525165, 0.03857650096774784]",-0.00476470071312929,1000370.1155935293,0.0,0.0,,False
2015-02-09 00:00:00+00:00,25,737916.3542006084,8,8,"[0.03555109042339706, 0.0, 0.039358443013931224, 0.03758927947004572, 0.036145403493939396, 0.038111222655001616, 0.03790966935230139, 0.03836859054812287]",0.0009182632240231854,1001289.1405699322,0.0,0.0,,False
2015-02-10 00:00:00+00:00,26,737916.5591773734,8,8,"[0.03506921605371882, 0.0, 0.03906563847078241, 0.038068471671496046, 0.03595579355439575, 0.03801422203977785, 0.03827438078784432, 0.03876776926560785]",0.0002469855476973337,1001536.475059484,0.0,0.0,,False
2015-02-11 00:00:00+00:00,27,737916.7641541953,8,8,"[0.03502892172347694, 0.0, 0.038992376728032956, 0.03817273179111671, 0.03557066640470387, 0.037806127855806594, 0.038058346719335695, 0.03883006797939914]",-0.0010256189141283861,1000509.8068826194,0.0,0.0,,False
2015-02-12 00:00:00+00:00,28,737917.1741079532,8,8,"[0.03479222647384664, 0.0, 0.0395322897128197, 0.03832508896567435, 0.03556048936354977, 0.03846251686364418, 0.03877414799668837, 0.0390928840729198]",0.00282527253092524,1003340.5166372501,0.0,0.0,,False
2015-02-13 00:00:00+00:00,29,737917.3790849459,8,8,"[0.03527282711307148, 0.0, 0.0395993445640163, 0.03870761812351942, 0.03567397360963709, 0.03877136340246983, 0.03871006888535394, 0.03918036015284638]",0.001872847845928187,1005221.3814996493,0.0,0.0,,False
2015-02-17 00:00:00+00:00,30,737917.7890390453,8,8,"[0.03705640130330641, 0.0, 0.03993603996013021, 0.038605303490554216, 0.03504049434862075, 0.03861420995358866, 0.03881769679616983, 0.03917110485345221]",0.0018081042037906296,1007040.5706514416,0.0,0.0,,False
