date,round_id,cash,n_assets_px,n_prices,w_post,reward,value,fees,turnover,turnover_req,acted
2015-01-27 00:00:00+00:00,16,1000053.3346666107,8,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1000053.3346666107,0.0,0.0,,False
2015-01-28 00:00:00+00:00,17,1000056.6681777263,8,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1000056.6681777263,0.0,0.0,,False
2015-01-29 00:00:00+00:00,18,1000059.7239064346,8,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1000059.7239064346,0.0,0.0,,False
2015-01-30 00:00:00+00:00,19,1000061.3906726411,8,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1000061.3906726411,0.0,0.0,,False
2015-02-02 00:00:00+00:00,20,737974.7388530324,8,8,"[0.03603061158425779, 0.0, 0.038418914318222, 0.03781225277476136, 0.03716457003647313, 0.03807428862455296, 0.03771756128456852, 0.03785541610955242]",0.0013602031337904073,1001422.6028628895,653.5888072997639,0.26249999999999996,,True
2015-02-03 00:00:00+00:00,21,737977.1987688285,8,8,"[0.037699607295946395, 0.0, 0.03928217578104775, 0.03758435218380143, 0.03658449875788649, 0.038552395132556316, 0.03830839641880919, 0.03823726084008588]",0.004321174841453695,1005759.2880594474,0.0,0.0,,False
2015-02-04 00:00:00+00:00,22,737979.453699158,8,8,"[0.036146317949166375, 0.0, 0.038659932333299916, 0.03788739693760679, 0.036839909694081845, 0.03849609189949138, 0.03790897348932841, 0.038201029340915335]",-0.0028671397105011565,1002879.7656345828,0.0,0.0,,False
2015-02-05 00:00:00+00:00,23,737981.9136306704,8,8,"[0.03590578266756277, 0.0, 0.03933168604208262, 0.0381238689625835, 0.036844367958731444, 0.03864470441516502, 0.03849858482020746, 0.038497063831616087]",0.002324954052846771,1005214.1276008547,0.0,0.0,,False
2015-02-06 00:00:00+00:00,24,737984.1685754064,8,8,"[0.03445769249261011, 0.0, 0.03912269918067638, 0.0379798634559038, 0.03605556291297617, 0.038207413698681414, 0.03794191656552718, 0.038573878168308734]",-0.0047625421139544525,1000438.1349450353,0.0,0.0,,False
2015-02-09 00:00:00+00:00,25,737986.628522635,8,8,"[0.03554859548627493, 0.0, 0.03935568088091715, 0.03758664149501804, 0.036142866848567975, 0.03810854805056504, 0.03790700889265786, 0.03836589788188557]",0.0009204527321390591,1001359.4148919587,0.0,0.0,,False
2015-02-10 00:00:00+00:00,26,737989.0884780633,8,8,"[0.035066676594004455, 0.0, 0.039062809618978005, 0.038065715027319875, 0.0359531898951326, 0.038011469323968775, 0.038271609233214925, 0.038764961983343116]",0.0002492195754141881,1001609.004360174,0.0,0.0,,False
2015-02-11 00:00:00+00:00,27,737991.5484416917,8,8,"[0.035026303641031965, 0.0, 0.03898946241460346, 0.03816987873843733, 0.03556800783193919, 0.0378033022033234, 0.03805550221586461, 0.038827165797022056]",-0.0010232909362369574,1000584.5911701157,0.0,0.0,,False
2015-02-12 00:00:00+00:00,28,737994.0084135198,8,8,"[0.03478956234156138, 0.0, 0.03952926262142579, 0.03832215431281661, 0.0355577664033545, 0.038459571687570845, 0.038771178958199586, 0.03908989062797138]",0.002827104704753857,1003417.3509428167,0.0,0.0,,False
2015-02-13 00:00:00+00:00,29,737996.4683935479,8,8,"[0.03527005211834123, 0.0, 0.039596229192171165, 0.038704572905851754, 0.03567116705578598, 0.03876831316981392, 0.038707023474879185, 0.03917727774347202]",0.0018749476872341275,1005300.4708082513,0.0,0.0,,False
2015-02-17 00:00:00+00:00,30,737998.928381776,8,8,"[0.03705341583291502, 0.0, 0.039932822489985864, 0.03860219323196277, 0.03503767129093845, 0.03861109897744287, 0.038814569425988946, 0.039167949010746904]",0.0018099976242628814,1007121.7099941722,0.0,0.0,,False
