rounds,nav_start,nav_end,total_return,ann_mean_r_log,ann_std_r_log,max_drawdown
2048,1000029.3705515144,199610.36610646246,-0.8003954963878934,-0.19827625560407994,0.2712287559594454,0.8191751277431464
